Movie Name,Star1,Star2,Star3,Star4,Votes,Genre1,Genre2,Genre3,Gross Collection,Popularity,Certification
Erased,Aaron Eckhart,Nick Alachiotis,Liana Liberato,Olga Kurylenko,"31,998",Action,Thriller,,,_,R
Bird on a Wire,Mel Gibson,Goldie Hawn,David Carradine,Bill Duke,"46,249",Action,Comedy,,,_,PG-13
The Big Hit,Mark Wahlberg,Lou Diamond Phillips,Christina Applegate,Avery Brooks,"30,910",Action,Comedy,Crime,,_,R
The Code,Ivan Petrushinov,Victor Boichev,Nickolay Hadjiminev,Rade Serbedzija,"35,392",Action,Crime,Thriller,,_,R
The Tournament,Ving Rhames,Robert Carlyle,Kelly Hu,Ian Somerhalder,"35,842",Action,Thriller,,,_,R
K-9,Jim Belushi,Mel Harris,Kevin Tighe,Ed O'Neill,"34,740",Action,Comedy,Crime,,_,PG-13
Man of Tai Chi,Tiger Hu Chen,Keanu Reeves,Karen Mok,Hai Yu,"40,268",Action,Drama,,,_,R
Kick,Salman Khan,Jacqueline Fernandez,Nawazuddin Siddiqui,Randeep Hooda,"71,461",Action,Comedy,Crime,,_,Not Rated
Fast X,Vin Diesel,Michelle Rodriguez,Jason Statham,Jordana Brewster,"79,907",Action,Adventure,Crime,"$704,709,660",51,PG-13
Suicide Squad,Will Smith,Jared Leto,Margot Robbie,Viola Davis,"702,922",Action,Adventure,Fantasy,"$746,846,894",381,PG-13
Transformers: Revenge of the Fallen,Shia LaBeouf,Megan Fox,Josh Duhamel,Tyrese Gibson,"418,701",Action,Adventure,Sci-Fi,"$836,303,693",477,PG-13
Deep Blue Sea,Thomas Jane,Saffron Burrows,Samuel L. Jackson,Jacqueline McKenzie,"138,443",Action,Adventure,Sci-Fi,"$164,648,142",803,R
Venom: Let There Be Carnage,Tom Hardy,Woody Harrelson,Michelle Williams,Naomie Harris,"240,870",Action,Sci-Fi,Thriller,1.85 : 1,893,PG-13
The School for Good and Evil,Kit Young,Sophia Anne Caruso,Cate Blanchett,Liam Woon,"32,368",Action,Comedy,Drama,,956,PG-13
Night Hunter,Henry Cavill,Ben Kingsley,Alexandra Daddario,Stanley Tucci,"25,209",Action,Thriller,,,"1,290",R
Pathaan,Shah Rukh Khan,Deepika Padukone,John Abraham,Dimple Kapadia,"142,224",Action,Adventure,Thriller,,"1,295",Not Rated
The Great Wall,Matt Damon,Tian Jing,Willem Dafoe,Andy Lau,"141,719",Action,Adventure,Fantasy,,"1,327",PG-13
2 Fast 2 Furious,Paul Walker,Tyrese Gibson,Cole Hauser,Eva Mendes,"286,874",Action,Crime,Thriller,,"1,374",PG-13
Jurassic Park III,Sam Neill,William H. Macy,Téa Leoni,Alessandro Nivola,"332,133",Action,Adventure,Sci-Fi,,"1,529",PG-13
Underwater,Kristen Stewart,Vincent Cassel,Mamoudou Athie,T.J. Miller,"89,003",Action,Horror,Sci-Fi,16 : 9,"1,813",PG-13
Teenage Mutant Ninja Turtles: Out of the Shadows,Megan Fox,Will Arnett,Tyler Perry,Laura Linney,"96,608",Action,Adventure,Comedy,,"2,255",PG-13
Conan the Destroyer,Arnold Schwarzenegger,Grace Jones,Olivia d'Abo,Wilt Chamberlain,"83,296",Action,Adventure,Fantasy,"$31,042,035","2,414",PG
Six Days Seven Nights,Harrison Ford,Anne Heche,David Schwimmer,Jacqueline Obradors,"80,986",Action,Adventure,Comedy,,"2,597",PG-13
Into the Blue,Paul Walker,Jessica Alba,Scott Caan,Ashley Scott,"78,267",Action,Adventure,Crime,,"2,632",PG-13
London Has Fallen,Gerard Butler,Aaron Eckhart,Morgan Freeman,Angela Bassett,"164,689",Action,Thriller,,2.39 : 1,"2,786",R
Gone,Amanda Seyfried,Jennifer Carpenter,Wes Bentley,Daniel Sunjata,"45,476",Action,Adventure,Mystery,,"2,804",PG-13
Vertical Limit,Scott Glenn,Chris O'Donnell,Bill Paxton,Robin Tunney,"63,696",Action,Adventure,Drama,,"2,835",PG-13
Keeping Up with the Joneses,Zach Galifianakis,Isla Fisher,Jon Hamm,Gal Gadot,"65,472",Action,Comedy,,,"3,032",PG-13
Power Rangers,Dacre Montgomery,Naomi Scott,RJ Cyler,Ludi Lin,"111,681",Action,Adventure,Fantasy,2.35 : 1,"3,059",PG-13
Abraham Lincoln: Vampire Hunter,Benjamin Walker,Rufus Sewell,Dominic Cooper,Anthony Mackie,"158,999",Action,Fantasy,Horror,2.35 : 1,"3,836",R
The Last Witch Hunter,Vin Diesel,Rose Leslie,Elijah Wood,Ólafur Darri Ólafsson,"106,992",Action,Adventure,Fantasy,2.39 : 1,"4,083",PG-13
The Brothers Grimm,Matt Damon,Heath Ledger,Monica Bellucci,Petr Ratimec,"124,173",Action,Adventure,Comedy,,"4,306",PG-13
Timecop,Jean-Claude Van Damme,Mia Sara,Ron Silver,Bruce McGill,"61,914",Action,Crime,Sci-Fi,,"4,506",R
Doomsday,Rhona Mitra,Bob Hoskins,Alexander Siddig,Caryn Peterson,"78,705",Action,Sci-Fi,Thriller,2.35 : 1,"4,645",R
The 6th Day,Arnold Schwarzenegger,Michael Rapaport,Tony Goldwyn,Michael Rooker,"125,611",Action,Mystery,Sci-Fi,2.39 : 1,"4,778",PG-13
Iron Sky,Julia Dietze,Christopher Kirby,Götz Otto,Udo Kier,"95,574",Action,Adventure,Comedy,2.35 : 1,"4,862",R
Punisher: War Zone,Ray Stevenson,Dominic West,Julie Benz,Doug Hutchison,"65,474",Action,Crime,Drama,2.35 : 1,_,R
The Black Hole,Maximilian Schell,Anthony Perkins,Robert Forster,Joseph Bottoms,"26,952",Action,Sci-Fi,,,_,PG
Domino,Keira Knightley,Mickey Rourke,Edgar Ramírez,Rizz Abbasi,"68,502",Action,Biography,Crime,2.39 : 1,_,R
The Wandering Earth,Jing Wu,Chuxiao Qu,Guangjie Li,Man-Tat Ng,"34,286",Action,Adventure,Sci-Fi,2.55 : 1,_,TV-MA
Braven,Jason Momoa,Garret Dillahunt,Jill Wagner,Stephen Lang,"41,071",Action,Thriller,,,_,R
Red Tails,Cuba Gooding Jr.,Gerald McRaney,David Oyelowo,Andre Royo,"36,456",Action,Drama,History,"$50,365,498",_,PG-13
The Golden Child,Eddie Murphy,J.L. Reate,Charles Dance,Charlotte Lewis,"57,848",Action,Adventure,Comedy,,_,PG-13
The Legend of Zorro,Antonio Banderas,Catherine Zeta-Jones,Rufus Sewell,Alberto Reyes,"105,205",Action,Adventure,Romance,2.35 : 1,_,PG
The One,Jet Li,Carla Gugino,Delroy Lindo,Jason Statham,"94,283",Action,Sci-Fi,Thriller,,_,PG-13
The Rookie,Clint Eastwood,Charlie Sheen,Raul Julia,Sonia Braga,"28,476",Action,Crime,Drama,,_,R
Firefox,Clint Eastwood,Freddie Jones,David Huffman,Warren Clarke,"28,483",Action,Adventure,Thriller,,_,PG
The Fan,Robert De Niro,Wesley Snipes,Ellen Barkin,John Leguizamo,"50,176",Action,Drama,Sport,2.39 : 1,_,R
Daylight,Sylvester Stallone,Amy Brenneman,Viggo Mortensen,Dan Hedaya,"74,980",Action,Adventure,Drama,,_,PG-13
Passenger 57,Wesley Snipes,Bruce Payne,Tom Sizemore,Alex Datcher,"49,582",Action,Crime,Thriller,,_,R
Star Wars: The Clone Wars,Matt Lanter,Nika Futterman,Tom Kane,Ashley Eckstein,"69,701",Animation,Action,Adventure,2.35 : 1,_,PG
Fatman,Mel Gibson,Walton Goggins,Marianne Jean-Baptiste,Chance Hurstfield,"28,011",Action,Adventure,Comedy,,_,R
Undercover Brother,Eddie Griffin,Denise Richards,Aunjanue Ellis-Taylor,Chris Kattan,"35,708",Action,Comedy,,,_,PG-13
Sanctum,Rhys Wakefield,Allison Cratchley,Christopher James Baker,Richard Roxburgh,"56,581",Action,Adventure,Drama,,_,R
Kidnap,Halle Berry,Sage Correa,Chris McGinn,Lew Temple,"38,269",Action,Crime,Thriller,,_,R
Another 48 Hrs.,Eddie Murphy,Nick Nolte,Brion James,Kevin Tighe,"43,293",Action,Comedy,Crime,,_,R
Hard Rain,Morgan Freeman,Christian Slater,Randy Quaid,Minnie Driver,"36,520",Action,Crime,Drama,,_,R
Men at Work,Charlie Sheen,Emilio Estevez,Leslie Hope,Keith David,"25,752",Action,Comedy,Crime,,_,PG-13
3000 Miles to Graceland,Kurt Russell,Kevin Costner,Courteney Cox,Christian Slater,"47,899",Action,Comedy,Crime,,_,R
The Double,Richard Gere,Topher Grace,Martin Sheen,Tamer Hassan,"31,097",Action,Crime,Drama,,_,PG-13
Fortress,Christopher Lambert,Loryn Locklin,Kurtwood Smith,Clifton Collins Jr.,"29,739",Action,Crime,Sci-Fi,1.85 : 1,_,R
Ride Along 2,Ice Cube,Kevin Hart,Tika Sumpter,Benjamin Bratt,"61,254",Action,Comedy,Crime,,_,PG-13
Tiger Lives,Salman Khan,Katrina Kaif,Anupriya Goenka,Kumud Mishra,"31,282",Action,Adventure,Thriller,,_,Not Rated
Ghosted,Chris Evans,Ana de Armas,Adrien Brody,Mike Moh,"47,682",Action,Adventure,Comedy,,129,PG-13
Mulan,Liu Yifei,Donnie Yen,Gong Li,Jet Li,"153,974",Action,Adventure,Drama,,175,PG-13
Skyscraper,Dwayne Johnson,Neve Campbell,Chin Han,Roland Møller,"128,230",Action,Adventure,Thriller,"$304,868,961",563,PG-13
2012,John Cusack,Thandiwe Newton,Chiwetel Ejiofor,Amanda Peet,"387,914",Action,Adventure,Sci-Fi,2.39 : 1,890,PG-13
